enrollment_id,truth
5617,1
5621,1
5622,0
5625,1
5627,0
5629,0
5630,1
5631,0
5633,0
5635,1
5637,0
5638,0
5639,0
5640,1
5641,1
5642,1
5644,0
5649,1
5651,0
5655,1
5656,0
5657,0
5659,1
5660,0
5661,0
5664,1
5665,0
5671,1
5672,1
5673,1
5675,1
5676,1
5677,1
5678,0
5681,1
5683,1
5684,0
5685,1
5686,1
5687,0
5688,0
5689,0
5691,0
5693,0
5695,0
5696,1
5700,1
5702,1
5703,0
5704,1
5705,1
5707,0
5708,0
5709,1
5710,0
5712,1
5716,0
5717,1
5719,0
5721,0
5727,0
5728,1
5729,1
5730,1
5735,1
5736,0
5740,1
5743,0
5746,0
5748,0
5749,0
5750,1
5751,1
5752,1
5756,0
5759,1
5760,0
5761,0
5762,1
5763,1
5767,0
5768,1
5770,1
5774,1
5781,0
5785,1
5786,0
5788,0
5789,1
5790,0
5792,0
5793,1
5794,0
5795,1
5801,1
5803,0
5804,0
5805,0
5807,1
5811,0
5813,1
5816,1
5821,0
5822,0
5823,1
5826,0
5828,0
5829,0
5834,0
5836,0
5839,1
5841,0
5842,0
5843,0
5845,1
5846,0
5848,1
5852,1
5853,1
5854,0
5855,0
5857,1
5860,1
5861,1
5862,1
5864,1
5865,0
5866,0
5869,1
5870,1
5871,0
5872,1
5873,1
5874,1
5878,0
5879,1
5880,0
5881,0
5882,0
5883,0
5887,0
5888,0
5890,0
5891,1
5892,0
5895,0
5899,1
5902,0
5905,0
5907,1
5908,1
5912,1
5914,0
5915,1
5917,1
5918,0
5919,0
5921,0
5927,1
5929,1
5930,0
5934,0
5936,0
5937,1
5939,1
5941,1
5944,0
5947,0
5948,0
5949,1
5950,1
5952,1
5953,1
5956,1
5957,1
5958,1
5963,1
5966,1
5968,0
5971,1
5973,1
5976,1
5978,0
5979,1
5981,1
5985,1
5986,1
5988,1
5993,0
5994,1
5995,1
5996,1
5997,0
5998,1
5999,1
6001,0
6006,0
6011,1
6014,1
6015,1
6016,1
6018,0
6023,0
6026,0
6027,0
6031,1
6032,1
6034,0
6035,1
6036,1
6037,1
6039,1
6040,0
6041,1
6042,1
6048,0
6050,0
6052,0
6054,1
6057,0
6058,0
6059,1
6061,0
6065,0
6069,0
6071,0
6072,0
6073,1
6076,0
6078,1
6079,1
6084,1
6086,1
6087,0
6088,1
6090,1
6091,0
6093,0
6094,1
6095,0
6096,0
6097,0
6100,0
6103,0
6104,1
6107,1
6109,0
6112,1
6115,0
6116,1
6119,1
6120,1
6122,0
6127,0
6128,1
6129,1
6131,0
6132,1
6135,1
6136,1
6137,1
6144,0
6148,0
6149,0
6152,1
6157,0
6159,0
6160,1
6161,0
6162,0
6163,0
6169,1
6170,0
6172,0
6173,0
6175,1
6176,0
6177,0
6179,0
6183,0
6186,1
6187,1
6188,1
6189,1
6191,1
6193,0
6195,1
6196,1
6197,1
6201,0
6203,0
6204,0
6207,1
6208,1
6210,1
6214,1
6215,1
6216,1
6217,1
6218,1
6219,0
6221,1
6222,0
6223,0
6226,0
6228,0
6229,1
6231,1
6234,1
6235,0
6236,0
6241,1
6243,0
6244,1
6247,0
6249,1
6250,0
6251,0
6255,0
6260,1
6263,1
6265,0
6266,0
6267,0
6268,1
6270,1
6274,0
6275,1
6277,0
6278,1
6279,0
6283,0
6285,0
6287,0
6290,1
6294,1
6297,1
6298,1
6299,0
6301,0
6307,0
6309,1
6310,1
6313,1
6318,1
6321,1
6322,0
6323,1
6324,0
6327,1
6332,1
6333,0
6335,1
6336,1
6338,0
6340,0
6341,1
6342,0
6345,1
6346,1
6350,0
6351,1
6353,0
6354,0
6355,1
6356,1
6359,1
6360,0
6361,0
6363,0
6364,1
6365,1
6366,1
6370,0
6372,1
6375,1
6376,0
6377,1
6380,1
6384,1
6386,0
6387,1
6389,1
6391,0
6392,0
6393,1
6395,1
6396,0
6398,0
6399,1
6400,1
6401,1
6402,1
6404,0
6407,0
6409,1
6412,0
6414,1
6416,0
6417,0
6421,1
6422,0
6427,0
6429,0
6431,0
6432,1
6434,1
6439,0
6441,0
6444,0
6449,1
6451,0
6452,0
6453,1
6455,0
6456,1
6458,0
6460,1
6463,1
6467,1
6468,0
6470,0
6473,0
6474,0
6475,0
6476,1
6479,1
6480,0
6481,1
6482,1
6483,1
6490,0
6491,1
6492,1
6494,1
6495,1
6496,1
6497,0
6498,1
6499,1
6500,1
6502,0
6503,0
6504,0
6508,1
6510,0
6511,1
6518,0
6519,0
6522,1
6525,1
6527,0
6529,1
6531,1
6534,1
6536,0
6537,1
6539,0
6540,0
6541,0
6542,0
6543,0
6544,0
6546,0
6547,0
6548,1
6549,1
6550,0
6552,1
6556,0
6557,1
6559,1
6561,1
6562,1
6563,1
6565,0
6566,1
6567,1
6569,1
6570,0
6573,1
6575,1
6576,1
6577,1
6579,0
6581,1
6588,1
6589,1
6590,1
6591,0
6594,0
6597,0
6598,0
6599,0
6600,1
6601,1
6602,0
6604,0
6606,1
6609,1
6613,0
6614,1
6616,1
6617,1
6618,1
6619,0
6622,0
6625,0
6626,1
6627,1
6629,1
6630,0
6632,0
6633,0
6634,0
6635,0
6636,1
6639,0
6640,1
6642,0
6644,1
6645,0
6646,0
6648,1
6650,0
6651,1
6652,1
6653,1
6654,1
6656,0
6660,0
6662,1
6664,0
6665,1
6666,1
6670,1
6673,1
6674,0
6676,1
6677,0
6678,1
6680,0
6681,1
6682,1
6684,0
6686,0
6689,1
6690,1
6691,1
6693,0
6699,0
6704,1
6706,1
6707,1
6713,0
6718,1
6721,0
6722,1
6723,0
6725,0
6726,1
6730,0
6731,0
6732,0
6733,1
6734,1
6736,1
6737,1
6739,0
6740,1
6741,0
6742,1
6747,0
6748,0
6750,1
6751,1
6753,0
6754,1
6756,1
6759,0
6761,0
6762,1
6767,1
6769,1
6771,1
6772,0
6778,0
6780,0
6781,0
6783,1
6784,0
6785,0
6786,0
6793,1
6794,1
6795,1
6797,1
6799,0
6800,0
6801,1
6802,1
6803,1
6804,0
6815,1
6819,0
6820,1
6822,1
6823,0
6825,1
6827,0
6829,1
6830,1
6831,1
6832,1
6834,0
6836,0
6837,0
6844,0
6850,0
6851,0
6853,0
6858,0
6859,1
6860,0
6862,0
6864,0
6865,0
6867,0
6870,0
6871,1
6872,1
6878,0
6879,0
6882,0
6884,0
6885,0
6886,1
6887,0
6891,0
6894,1
6895,1
6896,0
6897,0
6900,0
6901,0
6905,0
6906,0
6907,1
6908,1
6909,0
6910,1
6912,0
6913,1
6915,0
6918,1
6919,0
6920,0
6921,1
6924,1
6926,1
6927,1
6928,1
6929,1
6933,0
6934,0
6935,1
6936,0
6937,1
6939,0
6940,1
6943,0
6944,1
6945,0
6949,1
6952,0
6953,0
6955,1
6958,1
6959,1
6962,1
6963,1
6968,1
6972,0
6973,1
6974,1
6975,0
6976,0
6977,0
6982,1
6984,1
6986,0
6988,0
6991,0
6992,0
6995,0
6996,1
6997,0
6998,0
6999,1
7002,1
7006,1
7009,0
7013,1
7014,0
7016,1
7017,1
7021,1
7022,0
7023,1
7025,1
7028,1
7029,0
7030,0
7031,0
7033,0
7034,0
7037,0
7038,1
7039,1
7040,1
7041,1
7044,0
7045,0
7052,1
7053,1
7055,1
7056,0
7060,0
7061,0
7062,1
7064,0
7065,0
7068,1
7069,1
7072,0
7073,0
7074,0
7076,1
7077,0
7080,0
7083,1
7088,1
7089,0
7091,1
7092,1
7093,0
7095,0
7096,1
7097,0
7098,1
7100,0
7101,1
7102,0
7104,0
7105,1
7108,1
7111,0
7113,1
7115,1
7116,1
7117,0
7118,0
7122,0
7124,0
7125,1
7126,0
7128,1
7130,0
7132,0
7134,1
7136,0
7137,0
7140,0
7141,1
7142,0
7145,0
7146,0
7149,1
7152,0
7154,0
7158,0
7159,0
7161,1
7166,1
7168,1
7171,0
7175,0
7178,0
7179,1
7181,1
7183,0
7184,0
7189,0
7190,1
7193,1
7195,1
7197,1
7200,0
7204,0
7206,0
7207,1
7212,1
7214,0
7215,1
7217,0
7218,0
7219,0
7222,1
7226,1
7229,0
7234,1
7235,1
7236,1
7239,1
7240,0
7241,1
7244,1
7245,0
7248,0
7249,1
7250,0
7251,0
7252,0
7253,1
7255,0
7256,0
7261,1
7262,0
7265,0
7268,0
7269,0
7271,1
7272,0
7274,0
7276,1
7279,1
7284,1
7287,1
7288,0
7290,1
7291,0
7294,1
7295,1
7296,0
7297,0
7298,0
7305,1
7306,0
7308,1
7311,1
7312,1
7313,1
7315,0
7318,1
7319,1
7320,0
7322,1
7323,0
7324,0
7325,0
7326,1
7328,0
7329,0
7330,1
7331,0
7333,0
7339,1
7340,0
7341,1
7342,1
7343,0
7344,0
7351,0
7352,0
7354,0
7356,0
7360,1
7361,1
7362,0
7365,1
7366,1
7367,1
7370,1
7371,0
7372,1
7373,1
7374,1
7375,1
7378,0
7379,1
7382,0
7385,0
7386,0
7388,1
7389,0
7390,1
7391,0
7392,1
7393,1
7394,1
7395,0
7396,0
7399,1
7400,1
7401,0
7403,1
7407,0
7411,1
7414,1
7417,0
7418,0
7419,1
7420,0
7422,1
7423,1
7424,0
7426,0
7427,0
7428,1
7429,1
7431,0
7432,1
7433,0
7435,1
7436,1
7437,0
7438,1
7440,0
7442,1
7444,0
7447,0
7451,1
7455,1
7457,0
7461,0
7462,1
7463,0
7465,0
7466,0
7467,1
7469,0
7471,0
7472,0
7473,0
7474,0
7475,0
7476,1
7480,1
7482,0
7485,0
7488,1
7491,0
7492,1
7493,0
7496,0
7501,0
7503,0
7504,0
7508,1
7511,0
7512,1
7517,0
7521,1
7522,1
7523,1
7525,0
7527,1
7528,1
7533,1
7535,1
7536,1
7540,1
7542,1
7544,0
7545,1
7546,1
7550,0
7552,0
7559,0
7562,1
7563,1
7567,1
7569,0
7570,0
7572,1
7573,0
7577,0
7579,1
7580,1
7581,0
7582,0
7583,0
7589,1
7590,1
7592,0
7593,0
7594,1
7596,1
7597,1
7600,0
7601,0
7606,1
7607,1
7610,0
7611,1
7614,0
7618,1
7619,1
7620,1
7621,1
7622,0
7625,0
7627,0
7628,0
7629,0
7630,0
7632,1
7633,1
7634,1
7638,1
7639,0
7640,0
7642,1
7643,0
7646,1
7650,0
7652,0
7653,0
7654,0
7657,0
7658,0
7664,1
7669,1
7671,0
7672,0
7674,0
7675,0
7678,1
7679,1
7682,0
7684,1
7686,0
7687,0
7688,0
7691,0
7692,0
7693,0
7695,1
7696,1
7700,0
7702,0
7704,1
7705,1
7706,0
7707,0
7709,0
7711,0
7712,1
7713,1
7714,0
7716,1
7718,1
7721,0
7722,1
7724,1
7727,1
7730,1
7732,1
7733,0
7735,0
7736,1
7737,0
7738,0
7739,1
7740,0
7741,1
7742,0
7745,0
7747,1
7748,1
7749,0
7750,1
7752,0
7753,1
7754,1
7757,0
7758,1
7760,0
7761,1
7762,0
7768,0
7769,0
7770,1
7772,1
7773,1
7777,0
7779,0
7782,0
7784,0
7785,0
7787,1
7788,0
7790,0
7796,0
7797,0
7798,1
7799,0
7802,0
7803,0
7805,1
7807,1
7809,1
7811,0
7812,0
7814,0
7816,1
7817,1
7818,0
7822,1
7823,0
7824,0
7825,0
7826,0
7827,1
7829,0
7830,0
7832,1
7833,1
7835,1
7836,0
7838,0
7839,0
7840,1
7842,0
7846,1
7847,0
7852,0
7853,0
7854,1
7857,0
7858,0
7859,0
7860,1
7863,1
7864,1
7865,1
7867,1
7868,0
7870,0
7873,1
7876,0
7877,1
7879,1
7881,1
7882,1
7883,0
7886,1
7887,0
7889,1
7891,1
7894,0
7897,0
7898,0
7903,1
7904,1
7905,1
7909,1
7910,0
7911,1
7914,0
7917,1
7918,0
7921,1
7922,1
7923,1
7924,0
7925,1
7926,1
7927,0
7931,1
7933,1
7934,0
7935,0
7937,0
7938,0
7939,1
7941,0
7942,0
7943,0
7945,1
7947,1
7949,0
7952,0
7954,0
7956,1
7957,1
7962,0
7963,0
7964,1
7967,0
7968,1
7969,1
7970,1
7973,0
7975,0
